qid,IMG,QSN,ANS_TYP,TXT,OBJ,COL,CNT,OTH,ANS1,ANS2,ANS3,ANS4,ANS5,ANS6,ANS7,ANS8,ANS9,ANS10
107868002,COCO_train2014_000000107868.jpg,What is sitting behind the fruit?,other,0,1,0,0,0,glass,wine glass,wine,glass of wine,wine,white glass,glass,wine glass,glass of wine,backdrop
107884030,COCO_train2014_000000107884.jpg,How many vehicles are in this picture?,number,0,1,0,1,0,12,5,3,23,2,4,18,2,2,2
107886009,COCO_train2014_000000107886.jpg,What kind of dessert is on this plate?,other,0,1,0,0,0,cheesecake,pie,pie,pie,cake,cake,cake,cake,pie,cake
107941009,COCO_train2014_000000107941.jpg,What number is on the sign?,number,1,1,0,1,0,70 and 107,"70, 107",70/107,70 107,70,70 107,70,70 and 107,70,7
107982003,COCO_train2014_000000107982.jpg,Why does the cat sleep on top of the microwave?,other,0,1,1,0,0,it's warm,he doesn't,it is cool,comfort,no microwave,because it can,warm,comfortable,warm,warmth
108020004,COCO_train2014_000000108020.jpg,How many giraffes are in the picture?,number,0,1,1,1,0,5,3,3,5,3,3,3,3,3,5
108034003,COCO_train2014_000000108034.jpg,Are the people conversing?,yes/no,0,1,0,0,0,yes,yes,no,no,yes,yes,yes,no,yes,3
108075001,COCO_train2014_000000108075.jpg,What is the person holding?,other,0,1,0,0,0,keyboard,pen,computer,laptop,mouse,laptop,keyboard,nothing,laptop,nothing
108093000,COCO_train2014_000000108093.jpg,What numbers are on the train?,number,0,1,0,1,0,5874,5639,2,cannot tell,5625,5690,not visible,5639,5839,1125
108156004,COCO_train2014_000000108156.jpg,What type of truck is in the mirror?,other,0,1,0,0,0,semi,18 wheeler,mack,semi,semi,big rig,moving truck,semi,semi-truck,semi
108200000,COCO_train2014_000000108200.jpg,Does this mountain look very steep?,yes/no,0,1,1,0,0,yes,no,no,no,yes,no,yes,yes,yes,no
108254003,COCO_train2014_000000108254.jpg,How many squares are lit up?,number,0,1,1,1,0,9,6,9,6,6,6,4,6,6,6
108360026,COCO_train2014_000000108360.jpg,What is the little boy doing?,other,0,1,1,0,0,playing,holding paper,sitting,playing,kneeling on bed,coloring,drawing,holding letter,holding paper,playing
108430004,COCO_train2014_000000108430.jpg,What color is the grass?,other,0,1,1,0,0,green and brown,brown,brown,green,brown,brown,brownish,brownish,brown,brown
108500014,COCO_train2014_000000108500.jpg,Is this picture likely taken in an English- or non-English-speaking country?,other,1,1,1,0,0,non-english,yes,non-english,it is in hong kong,non-english-speaking,non english,non english,non english,non english speaking country,non english
108500022,COCO_train2014_000000108500.jpg,What is the company being advertise on the truck?,other,1,1,0,0,0,red tree,comfort,restaurant,comfort house,chinese food,comfort,comfort house,comfort house,comfort,comfort
108598002,COCO_train2014_000000108598.jpg,Is there anyone in the bathroom?,yes/no,0,1,1,0,0,no,no,yes,no,yes,no,no,yes,yes,yes
108642003,COCO_train2014_000000108642.jpg,What is the woman holding?,other,0,1,0,0,0,phone,phone,cell phone,cell phone,camera,phone,cell phone,phone,cell phone,phone
108751004,COCO_train2014_000000108751.jpg,Is someone traveling?,yes/no,0,1,0,0,0,no,yes,yes,no,no,no,no,yes,yes,yes
10877002,COCO_train2014_000000010877.jpg,What room is this?,other,0,1,0,0,0,living room,living room,living,living room,living room,living room,living,living room,living room,living
109145009,COCO_train2014_000000109145.jpg,Is there a lot of counter room?,yes/no,0,1,0,1,0,no,no,yes,no,yes,no,no,no,yes,yes
10948012,COCO_train2014_000000010948.jpg,What is the woman holding by her ear?,other,0,1,0,0,0,remote,wiimote,game controller,wiimote,wii controller,controller,controller,controller,controller,wiimote
109506009,COCO_train2014_000000109506.jpg,Does this street look safe?,yes/no,1,1,1,0,0,no,no,yes,yes,yes,no,yes,no,yes,yes
109542002,COCO_train2014_000000109542.jpg,What type of bears are in the photo?,other,0,1,0,0,0,polar,grizzly bear,polar,polar,polar bear,polar,polar bear,polar bear,polar,brown
109572004,COCO_train2014_000000109572.jpg,What breed of dog is this?,other,0,1,1,0,0,schnauzer,english,scotty dog,terrier,poodle,bichon,terrier,terrier,mutt,schnauzer
109608001,COCO_train2014_000000109608.jpg,Do you think she is dodging a tennis ball or jumping for joy?,other,0,1,0,0,0,dodging,dodging,jumping for joy,neither,tennis ball,jumping,dodging,dodging tennis ball,dodging tennis ball,neither
109708000,COCO_train2014_000000109708.jpg,How many compact disks are stacked up against the wall?,number,0,1,0,1,0,lots,40,lot,many,44,39,50,many,49,20+
109783008,COCO_train2014_000000109783.jpg,What time is it?,number,1,1,0,1,0,2:35,7:10,10:35 AM,610,2:35,2:36,2:35,6:10,2:35,2:36
110060000,COCO_train2014_000000110060.jpg,Is this an adult?,yes/no,0,1,0,0,0,no,no,yes,no,no,no,no,no,yes,yes
110142004,COCO_train2014_000000110142.jpg,Does the boy need balance?,yes/no,0,1,1,0,0,no,yes,yes,yes,yes,no,yes,yes,no,yes
11029001,COCO_train2014_000000011029.jpg,Is the bear sleeping?,yes/no,0,1,0,0,0,yes,yes,yes,yes,yes,no,no,no,no,no
110298001,COCO_train2014_000000110298.jpg,Does this take place within an urban area?,yes/no,0,1,0,0,0,no,yes,no,no,yes,no,yes,yes,no,no
110308000,COCO_train2014_000000110308.jpg,What color is the clock?,other,0,1,1,0,0,black,white,black,white,green,white,white and black,gray,white,white
110493005,COCO_train2014_000000110493.jpg,Where is the desert located?,other,0,1,1,0,0,right,in tray,right,on plate,back,in back,in bowl,in cup,on right,small bowl
110790000,COCO_train2014_000000110790.jpg,Are the fingers normal?,yes/no,0,1,0,0,0,no,yes,yes,no,yes,no,no,no,yes,yes
110962001,COCO_train2014_000000110962.jpg,What is on the man's pizza?,other,1,1,0,0,0,"onions, spinach, cheese",cheese and onions,onions,cheese,"onions, cheese, spinach",spices,cheese,spinach,vegetables,onions
111318001,COCO_train2014_000000111318.jpg,What time is on the clock?,number,1,1,0,1,0,3,3:00,12:15,3:01,3:00,3:00,3:02,3:00,3:00,3
111348016,COCO_train2014_000000111348.jpg,What time is it?,number,1,1,0,1,0,9:21,can't tell,9:21,9:21,9:21,9:26,9:20,9:20,9:21,9:20
11146001,COCO_train2014_000000011146.jpg,Are the lights on?,yes/no,0,1,1,0,0,no,yes,no,no,yes,yes,yes,no,no,no
111536001,COCO_train2014_000000111536.jpg,What is sticking in the snow?,other,0,1,0,0,0,fence,fence poles,net,fence,skis,pole,fence,orange fence,pole,net
111591002,COCO_train2014_000000111591.jpg,How many birds are pictured?,number,0,1,0,1,0,100,many,lot,100,100,120,45,too many,100,56
111606000,COCO_train2014_000000111606.jpg,Can you have this with rice?,yes/no,0,1,0,0,0,yes,no,yes,yes,yes,yes,no,yes,yes,no
111612003,COCO_train2014_000000111612.jpg,Is the man on the yellow board surfing?,yes/no,0,1,1,0,0,no,no,yes,yes,yes,yes,no,yes,yes,no
111705000,COCO_train2014_000000111705.jpg,How many plates are over the table?,number,0,1,0,1,0,5,5,2,1,5,6,0,4,0,6
111716010,COCO_train2014_000000111716.jpg,Is the skateboarder trying to impress someone?,yes/no,0,1,0,0,0,yes,yes,no,yes,yes,no,yes,yes,yes,no
111716024,COCO_train2014_000000111716.jpg,What is the shadow of in this photo?,other,0,1,1,0,0,skateboarder,skateboarder,boy on skateboard,wall,no,skateboarder,skateboarder,skater,person,skateboarder
111853001,COCO_train2014_000000111853.jpg,Are there any passengers in the train?,yes/no,0,1,0,0,0,no,maybe,no,no,no,no,no,no,maybe,don't know
111940009,COCO_train2014_000000111940.jpg,Is this a used motorcycle lot?,yes/no,0,1,0,0,0,no,yes,yes,maybe,yes,no,yes,yes,yes,no
112031000,COCO_train2014_000000112031.jpg,What is the person doing?,other,0,1,0,0,0,standing,standing,talking,standing,unclear,waiting,talking,standing,talking,looking
112106002,COCO_train2014_000000112106.jpg,What does the graffiti say?,other,1,1,0,0,0,d006,da66,its illegible,dwg,dog,dog,do6,i don't know,dog,dwg
112410001,COCO_train2014_000000112410.jpg,Does the plane have a baby?,yes/no,0,1,0,0,0,yes,yes,no,no,no,"no, shuttle",yes,no,no,no
112801000,COCO_train2014_000000112801.jpg,At what time of day would this meal be served?,other,0,1,1,0,1,morning,noon,morning,morning,morning,morning,breakfast,lunch,breakfast,lunch
112849003,COCO_train2014_000000112849.jpg,What brand is this truck?,other,1,1,0,0,0,mercedes,mercedes,bmw,can't tell,mercedes,mercedes,chrysler,mercedes,mercedes,mercedes
113127003,COCO_train2014_000000113127.jpg,Does the dog look happy?,yes/no,0,1,0,0,0,no,no,yes,yes,no,yes,no,yes,no,yes
113326000,COCO_train2014_000000113326.jpg,What word is shown at the bottom of the cake?,other,1,1,0,0,0,happy,happy birthday,happy,happy birthday,happy birthday,happy birthday,happy birthday,by,happy birthday,birthday
113338000,COCO_train2014_000000113338.jpg,What time is it?,number,1,1,0,0,0,3:18,3:18,that is scale,3:18,3:17,3:18,3:17,3:17,3:18,15:18
113391001,COCO_train2014_000000113391.jpg,How many bookshelves are there?,number,0,1,0,1,0,3,2,3,4,3,1,1,3,3,2
113501002,COCO_train2014_000000113501.jpg,Is he practicing a dangerous sport?,yes/no,0,1,0,0,0,no,yes,no,no,no,yes,yes,yes,yes,yes
113762001,COCO_train2014_000000113762.jpg,How many cats are here?,number,0,1,0,1,0,13,13,13,12,12,12,13,13,14,13
113857004,COCO_train2014_000000113857.jpg,What are they doing with their hands?,other,0,1,0,0,0,good sports,shaking,shaking hands,shaking,shaking them,shaking hands,shaking,shaking,shaking hands,shaking hands
1139002,COCO_train2014_000000001139.jpg,Is this cat watching TV?,yes/no,0,1,0,0,0,no,no,maybe,yes,no,no,yes,no,no,no
113962000,COCO_train2014_000000113962.jpg,What are green on the pizza?,other,0,1,1,0,0,leaves,parsley,spinach,oregano,basil leaves,basil,basil leaves,basil leaves,basil,parsley
114045000,COCO_train2014_000000114045.jpg,What is blooming in the picture?,other,0,1,1,0,0,flowers,tree,flowers,tree,flower,bush,tree,flowers,flowers,flowers
114101007,COCO_train2014_000000114101.jpg,What kind of truck is this?,other,1,1,0,0,0,sovereign,volvo,tow,tow,tow,tow truck,tow truck,tow truck,tow truck,tow truck
114288002,COCO_train2014_000000114288.jpg,How many people are standing on the side of the street?,number,0,1,0,1,0,6,20,6,6,7,7,7,9,over 3,6
114310004,COCO_train2014_000000114310.jpg,Is it daytime or night in this photo?,other,0,1,1,0,0,night time,night,night,night,night,night,nighttime,night time,night time,night
114540002,COCO_train2014_000000114540.jpg,How many numbers are on the boat?,number,0,1,0,1,0,5,5,5,5,5,5,8,9,4,5
114561002,COCO_train2014_000000114561.jpg,What does the man have on his wrist?,other,0,1,0,0,0,wristband,bracelet,wristband,bracelet,wristband,bracelet,wristband,red band,rubber strap,wristband
114624002,COCO_train2014_000000114624.jpg,Is this a normal sight in your city?,yes/no,1,1,0,0,0,yes,no,yes,yes,no,no,no,yes,no,yes
114718006,COCO_train2014_000000114718.jpg,Is this a petting zoo?,yes/no,0,1,1,0,0,no,yes,no,no,no,no,yes,yes,no,no
114788004,COCO_train2014_000000114788.jpg,Does the man have good teeth?,yes/no,0,1,0,0,0,yes,no,no,yes,no,no,yes,no,yes,no
114917001,COCO_train2014_000000114917.jpg,What are the white square things on the counter in the background?,other,0,1,1,0,0,boxes,n/a,pizza boxes,refrigerators,folders,potatoes,napkins,boxes,does he really like his job?,boxes
114978018,COCO_train2014_000000114978.jpg,What color is his coat?,other,0,1,1,0,0,gray,gray,gray,gray,gray,gray,gray,yellow,"dark gray, yellow",gray and yellow
11508002,COCO_train2014_000000011508.jpg,What color are these shoes?,other,0,1,1,0,0,gray,gray and white,black and gray,gray,black,gray,gray,gray,black,green and white
115270009,COCO_train2014_000000115270.jpg,What color is the monitor?,other,0,1,1,0,0,black,black,silver and black,black,black,black,black,gray,black,black and gray
11528003,COCO_train2014_000000011528.jpg,Is the background clear?,yes/no,1,1,0,0,0,yes,yes,no,yes,yes,yes,yes,no,no,yes
115358002,COCO_train2014_000000115358.jpg,Is it high tide?,yes/no,0,1,1,0,0,no,yes,yes,no,no,no,no,no,no,yes
115392018,COCO_train2014_000000115392.jpg,How many people are in the drawing?,number,0,1,0,1,0,4,4,4,4,4,5,0,4,4,0
115421001,COCO_train2014_000000115421.jpg,What is on the garbage can?,other,0,1,0,0,0,garbage bag,bag,liner,bag,plastic bag,wall,left,tissues,floor,left
115633003,COCO_train2014_000000115633.jpg,Could this train be powered electrically?,yes/no,0,1,0,0,0,yes,yes,yes,no,yes,no,yes,yes,no,yes
115851002,COCO_train2014_000000115851.jpg,What color is the bench?,other,0,1,1,0,0,black and brown,brown,black and brown,brown and black,black and brown,brown,brown and black,brown,orange and black,"brown, black"
115911001,COCO_train2014_000000115911.jpg,What time of day is it?,other,0,0,0,0,0,afternoon,day time,day,afternoon,day,1:00,afternoon,noon,daytime,noon
116088014,COCO_train2014_000000116088.jpg,What are the kids riding?,other,0,1,1,0,0,skateboard,skateboard,skateboard,skateboard,skateboards,skateboard,skateboards,skateboards,skateboards,skateboards
116123000,COCO_train2014_000000116123.jpg,What is in the water?,other,0,1,0,0,0,"ducks, boats",ducks and boats,swan,swans,"swans, ducks, and boats",ducks,geese and boats,"ducks, swans and boats",ducks,swans and ducks
116210020,COCO_train2014_000000116210.jpg,What sport is the man playing?,other,0,1,0,0,0,none,drums,instrument,none,he is playing drums,yelling,none,drums,drum,beer pong
11658007,COCO_train2014_000000011658.jpg,How many boats are there?,number,0,1,1,1,0,2,2,3,2,3,2,4,2,2,3
116783015,COCO_train2014_000000116783.jpg,What does the truck say?,other,1,1,1,0,0,fire,fire truck,fire,fire truck,fire department,nothing,fire dept,fire,fire dept,fire
11697006,COCO_train2014_000000011697.jpg,What girl's name is on the purple sign at the top right?,other,1,1,0,0,0,no,none,none,none,dunno,toula,none,susan,betty,none
117116002,COCO_train2014_000000117116.jpg,Why are all the umbrellas closed?,other,0,1,1,0,0,they are not,they aren't,they aren't,not,none,not closed,not,not,not using,not
117262004,COCO_train2014_000000117262.jpg,What is in the sky?,other,0,1,0,0,0,planes,airplanes,plane,planes,airplanes,planes,f4 phantom,planes,planes,planes
117307000,COCO_train2014_000000117307.jpg,Where is the black cord?,other,0,1,1,0,0,next to toilet,hanging to left of toilet,next to toilet,hanging on sink,on sink,floor,by toilet,toilet,hanging from toilet tank and on to floor,over their sink
117677001,COCO_train2014_000000117677.jpg,What color is her hat?,other,0,1,1,0,0,white,no hat,green,black,none,black,no hat,no hat,black,black hair
117784017,COCO_train2014_000000117784.jpg,What time of day is it?,other,0,1,0,0,0,night,night time,night,evening,night,night,nighttime,night,night,night
118104001,COCO_train2014_000000118104.jpg,Is this photo straight?,yes/no,0,1,1,0,0,no,yes,no,no,yes,no,yes,yes,yes,no
118150000,COCO_train2014_000000118150.jpg,What are they cooking?,other,0,1,0,0,0,food,noodles,seafood,japanese food,sushi,stir fry,stir fry,noodles,noodles,stir fry
118162005,COCO_train2014_000000118162.jpg,Is he wearing a shirt?,yes/no,0,1,0,0,0,no,no,no,yes,yes,yes,no,no,no,no
118171001,COCO_train2014_000000118171.jpg,What are these men wearing on their feet?,other,0,1,1,0,0,shoes,sneakers,sneakers,sneakers,sneakers,shoes,sneakers,tennis shoes,sneakers,tennis shoes
118242001,COCO_train2014_000000118242.jpg,Is that a large elephant?,yes/no,0,1,0,0,0,yes,no,no,yes,yes,yes,no,yes,yes,yes
118356008,COCO_train2014_000000118356.jpg,How tall is the little girl?,number,0,1,0,1,0,3 feet,3 feet,3',3 feet,2 1/2 feet,3 ft,1 foot,4 feet,short,taller than boy
118404002,COCO_train2014_000000118404.jpg,What is the name of the town on the bus marquee?,other,1,1,0,0,0,chichester,chichester,chichester,chichester,chichester,character,charleston,?,chichester,chichester
118680000,COCO_train2014_000000118680.jpg,What color are the cat's eyes?,other,0,1,1,0,0,yellow,yellow,black,green,green,yellow,yellow,yellow,green,yellow
118703005,COCO_train2014_000000118703.jpg,How many stories of the building are showing?,number,0,1,0,1,0,6,6,6,4,4,4,3,7,6,6
118703025,COCO_train2014_000000118703.jpg,Can you tell me what the truck sign says?,yes/no,1,1,0,0,0,no,no,touring bus,no,no,training bus,no,no,no visible truck,kneeling bus
118777001,COCO_train2014_000000118777.jpg,How many lights are on top of each pole?,number,0,1,0,1,0,0,0,0,1,no lights,1,0,1,0,1
118918026,COCO_train2014_000000118918.jpg,Why is there a vertical line near the right end of the wall mirror?,other,0,1,1,0,0,lights,separate mirrors,not possible,window,wall,reflection,to separate mirror,no,divider,it's edge of mirror
118934005,COCO_train2014_000000118934.jpg,Is the sky cloudy?,yes/no,0,1,1,0,0,no,no,no,partly,little,yes,no,no,no,yes
118989003,COCO_train2014_000000118989.jpg,What color are the buses?,other,0,1,1,0,0,green,yellow and green,green and yellow,green and yellow,green,green,green,green,green,yellow and green
119115005,COCO_train2014_000000119115.jpg,Which pterodactyl is female?,other,0,1,1,0,0,yes,blue one,blue,bluish green one,right,yes,green,green,tiny,yes
119118001,COCO_train2014_000000119118.jpg,Is there a receptacle to dispose trash?,yes/no,0,1,0,0,0,yes,yes,no,no,no,no,no,yes,yes,yes
