qid,adult,categories,descriptions,tags
VizWiz_train_000000000069.jpg,False,abstract_,None,'indoor'  'table'  'cup'  'sitting'  'food'  'small'  'counter'  'items'  'filled'  'white'  'desk'  'kitchen'  'computer'  'sink'  'refrigerator'  'blender'
VizWiz_train_000000000070.jpg,False,others_,a close up of a sign,'dark'  'monitor'  'screen'  'sign'  'close'  'light'  'clock'  'blue'  'time'  'street'  'phone'  'black'  'television'  'holding'  'large'  'red'  'white'  'player'  'night'  'room'  'remote'  'meter'
VizWiz_train_000000000073.jpg,False,others_,a person holding a cup,'indoor'  'sitting'  'cup'  'table'  'orange'  'food'  'small'  'dog'  'donut'  'hot'  'yellow'  'desk'  'eating'  'holding'  'cat'  'computer'  'laying'  'bed'  'kitchen'
VizWiz_train_000000000077.jpg,False,others_,a desktop computer sitting on top of a table,'indoor'  'table'  'computer'  'keyboard'  'desk'  'sitting'  'laptop'  'black'  'food'  'mouse'  'desktop'  'laying'  'monitor'  'white'  'remote'  'dog'  'bed'
VizWiz_train_000000000078.jpg,False,others_,a can sitting on a table,'indoor'  'table'  'cup'  'sitting'  'coffee'  'food'  'bottle'  'can'  'small'  'glass'  'counter'  'front'  'computer'  'desk'  'keyboard'  'green'  'white'  'laptop'  'sandwich'  'black'  'wooden'  'phone'  'red'  'cat'  'kitchen'  'plate'  'laying'
VizWiz_train_000000000079.jpg,False,abstract_,a close up of a black bag,'indoor'  'black'  'table'  'sitting'  'leather'  'laying'  'close'  'bed'  'green'  'bag'  'plate'  'white'  'sleeping'  'cat'  'phone'  'remote'
VizWiz_train_000000000080.jpg,False,others_,a person lying on a bed,'indoor'  'looking'  'bed'  'sitting'  'cat'  'laying'  'front'  'feet'  'standing'  'room'  'lying'  'table'  'black'  'head'  'mirror'  'television'  'white'  'shoes'  'wearing'  'man'  'large'  'sleeping'  'dog'  'living'  'blue'
VizWiz_train_000000000081.jpg,False,dark_light,a lamp that is sitting on a table,'indoor'  'object'  'thing'  'table'  'sitting'  'computer'  'lamp'  'room'  'desk'  'lit'  'laptop'  'small'  'keyboard'  'light'  'living'  'black'  'dark'  'wooden'  'remote'  'bed'  'laying'  'red'  'cat'  'phone'  'white'  'standing'
VizWiz_train_000000000082.jpg,False,others_,a close up of a person holding a box,'indoor'  'person'  'table'  'food'  'sitting'  'holding'  'box'  'woman'  'coffee'  'man'
VizWiz_train_000000000083.jpg,False,others_,a laptop computer sitting on top of a television,'indoor'  'sitting'  'table'  'laptop'  'television'  'monitor'  'small'  'computer'  'room'  'desk'  'screen'  'cat'  'living'  'large'  'oven'  'standing'  'stereo'  'laying'  'video'
VizWiz_train_000000000085.jpg,False,abstract_,a cup of coffee on a table,'indoor'  'sitting'  'cup'  'table'  'food'  'small'  'white'  'computer'  'filled'  'glass'  'red'  'desk'  'laptop'  'kitchen'  'cat'
VizWiz_train_000000000086.jpg,False,others_,a gray and white shirt,'clothing'  'person'  'indoor'  'man'  'sitting'  'wearing'  'cellphone'  'cat'  'white'  'phone'  'gray'  'curtain'  'shirt'  'standing'  'closed'  'grey'  'suit'  'shower'  'black'  'table'  'glasses'  'sleeping'  'laying'  'bed'  'red'  'neck'  'head'  'holding'  'blue'  'remote'  'plate'  'brushing'  'room'
VizWiz_train_000000000090.jpg,False,abstract_,a stove top oven sitting inside of a kitchen counter,'cabinet'  'kitchen'  'indoor'  'counter'  'oven'  'sitting'  'food'  'stove'  'microwave'  'cooking'  'table'  'hot'  'wooden'  'black'  'steel'  'white'  'stainless'  'sink'  'pan'  'refrigerator'
VizWiz_train_000000000092.jpg,False,others_,a car is lined up on the side of a road,'outdoor'  'grass'  'car'  'road'  'parked'  'street'  'long'  'filled'  'lined'  'city'  'driving'  'traveling'  'side'  'many'  'large'  'traffic'  'motorcycle'  'park'  'bus'  'bridge'  'track'  'riding'  'people'  'river'
VizWiz_train_000000000093.jpg,False,abstract_,a car engine,'indoor'  'car'  'sitting'  'motorcycle'  'bicycle'  'small'  'sink'  'black'  'man'  'oven'  'luggage'  'suitcase'  'stove'  'standing'  'white'  'kitchen'  'engine'  'parked'  'laying'
VizWiz_train_000000000094.jpg,False,others_,a close up of a person holding a blue object,'person'  'thing'  'blue'  'holding'  'game'  'yellow'  'table'  'ball'  'mirror'
VizWiz_train_000000000098.jpg,False,text_,a close up of a newspaper,'text'  'newspaper'
VizWiz_train_000000000099.jpg,False,drink_can,a close up of a bottle,'bottle'  'indoor'  'sitting'  'food'  'table'  'close'  'pizza'  'wine'  'black'  'red'  'holding'  'laying'  'phone'
VizWiz_train_000000000100.jpg,False,abstract_,a close up of a bottle,'food'  'lotion'  'bottle'
VizWiz_train_000000000103.jpg,False,abstract_,None,'sitting'
VizWiz_train_000000000104.jpg,False,drink_,a cup of coffee on a table,'cup'  'table'  'coffee'  'indoor'  'sitting'  'laptop'  'computer'  'glass'  'food'  'desk'  'keyboard'  'plate'  'sandwich'  'hot'  'white'  'blue'
VizWiz_train_000000000105.jpg,False,abstract_rect,None,'indoor'  'table'  'sitting'  'black'  'small'  'monitor'  'white'  'laptop'  'desk'  'computer'  'television'  'cat'  'man'  'dog'  'standing'  'laying'  'kitchen'  'plate'
VizWiz_train_000000000106.jpg,False,abstract_,a close up of a man,'man'  'sweater'  'sitting'  'side'  'standing'  'shirt'  'table'  'riding'  'white'  'board'  'street'  'blue'  'hat'  'cat'  'phone'  'room'
VizWiz_train_000000000108.jpg,False,abstract_,a piece of paper on a table,'table'  'food'  'sitting'  'green'  'wooden'  'piece'  'paper'  'cake'  'plate'
VizWiz_train_000000000110.jpg,False,abstract_,a close up of a door,'indoor'  'sitting'  'monitor'  'man'  'black'  'light'  'white'  'night'  'door'  'oven'  'red'  'kitchen'  'water'  'standing'  'air'  'train'  'blue'  'doing'  'room'
VizWiz_train_000000000112.jpg,False,abstract_texture,a white and red blanket,'red'  'food'  'table'  'sitting'  'white'  'blanket'  'phone'  'covered'  'colorful'  'old'  'laying'  'bed'  'pink'  'remote'  'plate'
VizWiz_train_000000000113.jpg,False,others_,a desktop computer sitting on top of a desk,'indoor'  'desk'  'computer'  'table'  'keyboard'  'monitor'  'sitting'  'office'  'desktop'  'black'  'mouse'  'white'  'laptop'  'wooden'  'red'
VizWiz_train_000000000114.jpg,False,others_,None,'food'
VizWiz_train_000000000115.jpg,False,abstract_rect,a stack of flyers on a table,'indoor'  'sitting'  'different'  'table'  'food'  'white'
VizWiz_train_000000000116.jpg,False,abstract_texture,a pair of feet wearing blue and red shoes,'indoor'  'pair'  'shoes'  'woman'  'wearing'  'red'  'cellphone'  'hair'  'phone'  'bag'  'sitting'  'blanket'  'pink'  'feet'  'girl'  'hat'  'holding'  'white'  'laying'  'old'  'table'  'head'  'umbrella'  'bed'  'cat'
VizWiz_train_000000000117.jpg,False,others_,a close up of a sign,'outdoor'  'building'  'sitting'  'street'  'sign'  'car'  'blue'  'side'  'black'  'meter'  'box'  'close'  'parking'  'old'  'standing'  'city'  'bus'  'white'
VizWiz_train_000000000118.jpg,False,others_,a laptop computer sitting on top of a table,'indoor'  'table'  'sitting'  'laptop'  'computer'  'small'  'phone'  'desk'  'screen'  'food'  'blue'  'white'
VizWiz_train_000000000122.jpg,False,abstract_,a man wearing a suit and tie,'indoor'  'person'  'clothing'  'man'  'wearing'  'white'  'standing'  'sweater'  'shirt'  'black'  'glasses'  'suit'  'holding'  'table'  'laying'  'phone'  'red'  'bed'  'cat'  'room'
VizWiz_train_000000000124.jpg,False,others_,a close up of a bottle,'indoor'  'sitting'  'monitor'  'table'  'black'  'screen'  'lotion'  'food'  'close'  'phone'  'bottle'  'mug'  'cat'
VizWiz_train_000000000127.jpg,False,abstract_,a close up of a red light,'indoor'  'red'  'sitting'  'white'  'bed'  'black'  'laptop'  'computer'  'room'  'light'  'table'  'lit'  'cat'  'standing'  'man'  'laying'  'blue'
VizWiz_train_000000000128.jpg,False,building_brickwall,a close up of a computer keyboard,'keyboard'  'computer'  'indoor'  'electronics'  'sitting'  'mouse'  'white'  'desk'  'laptop'  'close'
VizWiz_train_000000000129.jpg,False,abstract_,None,'person'  'indoor'  'child'  'young'  'little'  'small'  'sitting'  'bed'  'boy'  'holding'  'playing'  'laying'  'man'  'shirt'  'green'  'blue'  'purple'  'baby'  'woman'  'game'  'ball'  'standing'  'white'
VizWiz_train_000000000130.jpg,False,indoor_venue,a bed in a dark room,'indoor'  'bed'  'television'  'room'  'sitting'  'monitor'  'small'  'dark'  'light'  'screen'  'mirror'  'white'  'table'  'bedroom'  'laying'
VizWiz_train_000000000133.jpg,False,others_,a close up of a book,'text'  'book'  'indoor'  'sitting'  'photo'  'front'  'table'  'laptop'  'sign'  'holding'  'man'  'red'
VizWiz_train_000000000134.jpg,False,others_,an empty bottle sitting on a table,'bottle'  'indoor'  'table'  'sitting'  'banana'  'food'  'counter'  'open'  'laying'  'wine'  'empty'  'desk'  'glass'  'black'  'kitchen'  'sandwich'  'computer'  'phone'
VizWiz_train_000000000136.jpg,False,abstract_net,a close up of a bottle,'indoor'  'sitting'  'table'  'bottle'  'food'  'glass'  'wine'  'laying'  'sandwich'  'room'  'plate'  'phone'  'bear'  'people'
VizWiz_train_000000000138.jpg,False,others_,a close up of a sign,'cup'  'red'  'food'  'sign'  'sitting'  'black'  'close'  'orange'  'stop'  'man'  'white'  'blue'  'people'
VizWiz_train_000000000139.jpg,True,others_,a hand holding a glass of wine,'person'  'indoor'  'holding'  'hand'  'small'  'food'  'sitting'  'table'  'glass'  'black'  'close'  'green'  'wine'  'man'  'red'  'coffee'  'phone'
VizWiz_train_000000000140.jpg,False,others_,a close up of a plate of food,'food'  'indoor'  'plate'  'table'  'cake'  'sitting'  'red'  'small'  'black'  'white'
VizWiz_train_000000000142.jpg,False,others_,None,'indoor'  'sitting'  'laying'  'bed'  'toothbrush'  'cat'  'food'  'brush'  'woman'  'lying'  'holding'  'teeth'  'table'  'close'  'man'  'pink'  'white'  'phone'  'mirror'  'brushing'  'sink'  'red'  'sleeping'  'room'
VizWiz_train_000000000143.jpg,False,abstract_,a stack of flyers on a table,'indoor'  'table'  'sitting'  'counter'  'white'  'sink'
VizWiz_train_000000000144.jpg,False,others_,a close up of a box,'indoor'  'small'  'sitting'  'refrigerator'  'box'  'table'  'microwave'  'white'  'bed'  'cat'  'laying'  'holding'  'food'  'man'
VizWiz_train_000000000145.jpg,False,None,a person holding a bottle,'bottle'  'person'  'indoor'  'table'  'sitting'  'food'  'wine'  'man'  'holding'  'water'  'blue'  'open'  'empty'  'sandwich'  'glass'  'drinking'  'black'  'computer'  'cat'  'hat'  'fruit'  'phone'  'standing'
VizWiz_train_000000000146.jpg,False,abstract_,a close up of a bottle,'table'  'indoor'  'bottle'  'sitting'  'cup'  'food'  'wooden'  'glass'  'desk'  'laying'  'lotion'  'water'  'phone'  'pizza'  'plate'
VizWiz_train_000000000147.jpg,False,abstract_,a band performing on a counter,'indoor'  'filled'  'sitting'  'man'  'table'  'refrigerator'  'counter'  'large'  'kitchen'  'standing'  'holding'  'cooking'  'white'  'airplane'  'plane'  'display'  'room'
VizWiz_train_000000000149.jpg,False,others_,a close up of a clock,'clock'  'indoor'  'monitor'  'sitting'  'white'  'black'  'red'  'mounted'  'time'  'green'  'different'  'close'  'hanging'  'large'  'ball'  'room'  'display'  'standing'  'man'  'game'
VizWiz_train_000000000150.jpg,False,others_,None,'small'  'sitting'  'cup'  'table'  'red'  'front'  'little'  'black'  'dog'  'food'  'holding'  'man'  'standing'  'woman'  'white'
VizWiz_train_000000000152.jpg,False,abstract_texture,None,'food'  'frisbee'
VizWiz_train_000000000153.jpg,False,others_,an empty bottle sitting on a table,'bottle'  'indoor'  'table'  'sitting'  'laying'  'wine'  'food'  'book'  'banana'  'beer'  'empty'  'lying'  'cheese'  'pizza'
VizWiz_train_000000000157.jpg,False,drink_can,a close up of a book,'book'  'indoor'  'sitting'  'small'  'open'  'black'  'surface'  'laying'  'counter'  'close'  'empty'  'brush'  'table'  'cat'  'stack'  'bowl'  'food'  'clock'  'phone'
VizWiz_train_000000000160.jpg,False,None,a sandwich sitting on top of a wooden table,'indoor'  'table'  'sitting'  'food'  'wooden'  'green'  'small'  'computer'  'oranges'  'sandwich'  'fruit'  'phone'  'cake'  'kitchen'  'pizza'
VizWiz_train_000000000161.jpg,False,None,a yellow dog wearing a costume,'indoor'  'sitting'  'yellow'  'looking'  'dog'  'brown'  'wearing'  'table'  'standing'  'front'  'head'  'large'  'black'  'desk'  'room'  'bed'  'seat'  'white'  'cat'
VizWiz_train_000000000162.jpg,False,others_,a pair of feet wearing blue and red shoes,'person'  'outdoor'  'feet'  'shoes'  'wearing'  'legs'  'standing'  'foot'  'man'  'holding'  'sitting'  'hand'  'striped'  'young'  'red'  'woman'  'pair'  'leather'  'white'  'someone'  'shirt'  'black'  'girl'  'tattoo'  'phone'  'blue'  'brick'  'laying'  'purple'  'street'  'riding'
VizWiz_train_000000000163.jpg,False,others_,a book sitting on top of a table,'table'  'indoor'  'sitting'  'book'  'black'  'desk'  'computer'  'laying'  'keyboard'  'laptop'  'phone'  'mouse'  'cat'
VizWiz_train_000000000165.jpg,False,abstract_,a close up of an elephant,'person'  'elephant'  'man'  'looking'  'standing'  'holding'  'front'  'wearing'  'camera'  'small'  'face'  'gray'  'head'  'close'  'grey'  'mouth'  'hair'  'yellow'  'eyes'  'cat'  'bird'  'red'  'flower'
VizWiz_train_000000000166.jpg,False,text_,a stack of flyers on a counter,'indoor'  'sitting'  'table'  'black'  'counter'  'red'  'white'
VizWiz_train_000000000167.jpg,False,abstract_,a box of food,'indoor'  'food'  'bottle'  'sitting'  'table'  'box'  'dog'  'sandwich'  'laying'  'pizza'  'hot'  'counter'  'plate'  'eating'  'banana'  'white'  'holding'  'woman'  'cheese'  'man'  'hotdog'  'kitchen'  'refrigerator'  'cat'
VizWiz_train_000000000168.jpg,False,others_,a close up of a bottle,'bottle'  'cup'  'sitting'  'coffee'  'table'  'photo'  'food'  'white'  'mug'  'plate'
VizWiz_train_000000000169.jpg,False,abstract_texture,a red and white fabric,'red'  'stop'  'fabric'  'covered'  'white'  'room'
VizWiz_train_000000000170.jpg,False,others_,a close up of a can,'indoor'  'cup'  'table'  'bottle'  'food'  'sitting'  'small'  'can'  'coffee'  'glass'  'kitchen'  'counter'  'plastic'  'close'  'cat'  'holding'  'blender'  'laying'
VizWiz_train_000000000172.jpg,False,others_,a close up of a book,'sitting'  'book'  'food'  'black'  'sign'  'laying'
VizWiz_train_000000000173.jpg,False,others_,a hand holding a cell phone,'person'  'holding'  'hand'  'table'  'man'  'small'  'woman'  'young'  'plate'  'eating'  'pizza'  'sandwich'  'computer'
VizWiz_train_000000000174.jpg,False,abstract_rect,a close up of a sign,'indoor'  'photo'  'sitting'  'man'  'white'  'holding'  'black'  'food'  'plate'  'table'  'refrigerator'  'cat'  'sign'  'room'
VizWiz_train_000000000175.jpg,False,others_,a screen shot of a video game,'indoor'  'television'  'monitor'  'electronics'  'video'  'game'  'playing'  'screen'  'room'  'sitting'  'living'  'computer'  'man'  'baseball'  'holding'  'standing'  'white'  'wii'  'people'
VizWiz_train_000000000176.jpg,False,others_,a close up of food,'food'  'table'  'sitting'  'cake'  'fruit'  'display'
VizWiz_train_000000000177.jpg,False,others_,a close up of a book,'indoor'  'green'  'sitting'  'food'  'laying'  'lotion'  'small'  'table'  'book'  'old'  'bed'  'room'  'white'
VizWiz_train_000000000178.jpg,False,others_,a close up of a book,'sitting'  'food'  'book'  'small'  'lotion'  'black'  'white'  'table'  'laying'  'plate'  'cake'  'pizza'  'bed'  'cup'
VizWiz_train_000000000179.jpg,False,abstract_,a person in a yellow room,'indoor'  'yellow'  'sitting'  'table'  'bed'  'mirror'  'room'  'laptop'  'laying'  'light'  'man'  'holding'  'woman'  'bedroom'  'sink'  'living'  'kitchen'  'standing'  'phone'  'white'  'luggage'
VizWiz_train_000000000180.jpg,False,abstract_,a screen shot of a computer monitor sitting on top of a laptop,'monitor'  'indoor'  'electronics'  'laptop'  'computer'  'screen'  'sitting'  'table'  'open'  'small'  'black'  'desk'  'cat'  'white'  'display'  'room'
VizWiz_train_000000000183.jpg,True,others_,None,'person'  'indoor'  'small'  'holding'  'little'  'food'  'woman'  'sitting'  'young'  'boy'  'child'  'front'  'table'  'kitchen'  'plate'  'baby'  'girl'  'eating'  'white'  'dog'  'wearing'  'standing'  'cake'  'playing'  'pizza'  'sink'  'blue'  'teeth'  'bear'
VizWiz_train_000000000184.jpg,False,abstract_,a close up of a street,'outdoor'  'standing'  'sitting'  'man'  'laying'  'street'  'black'  'holding'  'green'  'riding'  'people'  'phone'  'dog'  'white'  'group'  'parked'  'cat'  'city'
VizWiz_train_000000000185.jpg,False,abstract_,a bag of chips,'indoor'  'table'  'sitting'  'bag'  'filled'  'items'  'food'  'plastic'  'covered'  'orange'  'black'  'cake'  'sandwich'  'birthday'  'laying'
VizWiz_train_000000000187.jpg,False,others_,a hand holding a book,'indoor'  'sitting'  'table'  'doughnut'  'donut'  'book'  'small'  'orange'  'food'  'hand'  'piece'  'holding'  'phone'  'plate'
VizWiz_train_000000000188.jpg,False,abstract_,a close up of a computer keyboard,'electronics'  'indoor'  'keyboard'  'computer'  'sitting'  'white'  'light'  'photo'  'mouse'  'desk'  'man'  'orange'  'table'  'airplane'
VizWiz_train_000000000189.jpg,False,abstract_,None,'indoor'  'room'  'table'  'sitting'  'living'  'wooden'  'large'  'television'  'white'  'standing'  'mirror'  'remote'  'man'  'plane'  'game'  'video'
VizWiz_train_000000000191.jpg,False,abstract_,a view of the television,'indoor'  'table'  'laptop'  'sitting'  'room'  'computer'  'white'  'view'  'desk'  'television'  'light'  'large'  'mirror'  'kitchen'  'bed'  'air'
VizWiz_train_000000000192.jpg,False,drink_can,a close up of a bottle,'bottle'  'indoor'  'table'  'sitting'  'food'  'banana'  'green'  'computer'  'glass'  'fruit'  'sandwich'  'plate'  'oranges'
VizWiz_train_000000000196.jpg,False,others_,a person holding a bottle,'indoor'  'person'  'table'  'bottle'  'sitting'  'food'  'small'  'holding'  'cake'  'baby'  'plate'  'woman'  'man'  'birthday'  'white'  'eating'  'phone'  'mug'  'cat'  'laying'  'bear'
