qid;question;ocr_text;handwritten_text
VizWiz_train_000000000118.jpg;I've changed the box, or turned it around.  Can you make the expiration date out now?;['conceptro'];['\\mephony', '|Way to Prevent', 'CONCEPTRO', 'OPTIONS']
VizWiz_train_000000000124.jpg;What is in this bottle? ;['pantsne', 'au', 'haw', 'types', 'classic'];['PANTENE']
VizWiz_train_000000000128.jpg;Whats this?;[];['FS', 'FB', 'Ca\\', 'F TO', '96', '5', '7', '8', 'R', 'U', 'O.', 'F', 'H', 'K', '8\\', 'N', 'M']
VizWiz_train_000000000133.jpg;What book is this?;['cities'];[]
VizWiz_train_000000000134.jpg;What is this a picture of?;[];['Domino', 'SUGAR']
VizWiz_train_000000000136.jpg;What is in this can?;[];['VALUE PAN', 'Value', 'Golden Sweet*', '"the New', 'Whole Ker', 'Amanikin Duke']
VizWiz_train_000000000138.jpg;what kind of soda is this;[];[]
VizWiz_train_000000000139.jpg;What is this? ;[];[]
VizWiz_train_000000000140.jpg;Can you tell me what this box says?;[];[]
VizWiz_train_000000000142.jpg;What is this?;[];['`nseal']
VizWiz_train_000000000143.jpg;Is this labeled as pouch A or pouch B? Thank you;['pouch', 'moviprep@', 'direction', 'for', 'use:', 'the', 'contents', 'of', 'me', 'pouch', 'a', ';', 'b', 'in', 'one', 'liter', 'of', 'water', '8', 'oz', 'glass', 'of', 'the', '740', 'ml)', 'every', '15-30', 'until', 'gme.', 'om', 'pouch', 'a', 'most', 'be', 'with', 'one', 'pouch', 'b.', 'splixo.', 'see', 'package', 'insert', 'for', 'prescribng', 'intu•maton.', 'store', 'at', '25', "'c", '(7709;', 'excursions', 'permitted', 'to', '15-30"c', '(59-8600.', 'keep', 'out', 'of', 'the', 'reech', '01', 'ct•tiidrn.', 'phenyiketonu:ics:', 'contai.ms', 'phenvtahnine', '—', 'a', 'maximum', 'ot', '233', 'mc', 'per', 'curse', "0'", 'tr9trne-,t.'];['Pouch', 'a maximum of 285 me per course of treatment', 'Phenylketonurics : contains phenylalanine -', 'Store at 250 6 (7 7OF); excursions permitted', 'See package insert for full prescribing', 'Keep out of the reach or children', '10 15- 30 06 (59- 8609).`', 'information .\\', 'Important', 'Sodium Ascorbate and Ascorbic Acid for Oral Solution;`', 'MoviPrep', '16- 3850, Sodium Sulfate, Sodium Chloride, Potassium Chloride', 'and drink one 8 oz glass of the solution', 'and one Pouch & in one liter of water', '|approximately 240 mL ) every 15- 30', 'reconstituted with one Pouch B .', 'Dissolve the contents of one Pouch A', 'This one Pouch A must be', 'Directions for use :`', 'minutes until gone .', 'Salix@ .']
VizWiz_train_000000000145.jpg;What's this?;['mildeen', 'body', 'care', 'badzout', '•', 'sel', 'de', 'bain', '•', 'sal', 'de', 'baho', 'marine', '•', 'marina', 'vivifient•', 'vigorizadof'];['MAGGEL', 'BODY CARE', 'Melllie _ welke', '^kend . vivifiant . Vigocazador*']
VizWiz_train_000000000146.jpg;What is this tablet please?;[];[]
VizWiz_train_000000000147.jpg;What is in my refrigerator?;[];['```']
VizWiz_train_000000000149.jpg;What time is it and what kind of clock is it?;['cec', 'timex'];['0: 0', 'U', 'D', 'TIMEX']
VizWiz_train_000000000150.jpg;What is this?;[];[]
VizWiz_train_000000000152.jpg;Can you please tell me what kind of coffee or tea this is?;[];['``CHE KK ( O`e']
VizWiz_train_000000000153.jpg;What is this bottle?;[];['UM STRENGTH', 'atonin', 'Clinically Studied', 'Meredient', '``sleep']
VizWiz_train_000000000157.jpg;What's on the outside of this box?;[];['QUALITY GUARANTEED', 'W^', 'THIS PACKAGE', 'Anti- Diaries!', 'SQL SENDLAS']
VizWiz_train_000000000160.jpg;What flavor of juice is this? Thank you.;["'ade", 'minute', 'maid', 'premium', "gushin'", 'apple', 'fuvoredfruitdrinkwithothernatuulfuvors'];['PREMIUM', 'Green ^ ^`', 'FLAVORED FRUIT DRINK WITH OTHER NATURAL FLAVORS']
VizWiz_train_000000000163.jpg;What this student planner?;[];[]
VizWiz_train_000000000166.jpg;What is this?;['gourmet', 'cookie', 'dough', 'double', 'ciiocolate', 'nutriti...n', 'facts', 'brownie', 'gourmet', 'cookie', 'dougu', 'reseatablc', 'box', '&', 'zipper', 'pouch'];['29564 , 60_60', "\\Manufactured In the Same #^` PAH' FROM`", '\\} DOUGH', 'Bonbon', '`bones Tom ^', '|Nutrition Facts', 'CITY QDODID CHELLLOCK', 'Gourmet Cookie Dough', '\\AND SAY` EXTRAS', '\\SOCALM PHOSPHATE', '*KTREASA STICKS ,', '\\RKEY, WAILK` CORN', '\\"400']
VizWiz_train_000000000167.jpg;what kind of popsicle is this?;['niiez', 'wntxur'];['^concorde']
VizWiz_train_000000000168.jpg;What is this?;[];['inasoulday', '- YOURAN`', 'Serving', 'SEM`']
VizWiz_train_000000000170.jpg;What? What is this?;['evaporated', 'milk'];['ITTI N]', '`@$ 95 19:00', '\\9/14 Dazedodenate, moy', '` 2']
VizWiz_train_000000000172.jpg;What is this?;['pure', 'indulgenceru', '2', 'qt.', 'ice', 'cream.', 'frozen', 'yogurt', '&', 'sorbet', 'maker', '•', 'processes', '2', 'quarts', 'in', 'as', 'little', 'as', '25', 'minutes.', 'easy', 'operation.', 'just', 'add', 'ingredients', 'and', 'turn', 'it', 'on!', '•', 'removable', 'bowl', 'and', 'paddle', 'make', 'cleanup', 'a', 'breeze.', '(cuj5jnzjrt', 'maker', 'limited', 'warran', 'cim-60sa', 'pure', 'indulgence', '2', 'ql', 'ice', 'cream-frozen', 'yogurt', '&', 'sorbet', 'maker'];['Pure Indulgence " 2 Qt . Ice Cream -', 'Frozen Yogurt & Sorbet Maker', '. Processes 2 quarts in as little as 25 minutes*', '. Easy operation . Just add ingredients and', 'turn it on !*', 'Removable bowl and paddle make cleanup', 'a breeze .', 'SUNisINairs', '20% Ice Cream^ ^', 'Pure Indulgence" 2 Ot. Ice Cream- Frozen Yogurt & Sorbet Maker', 'Whenwemay`']
VizWiz_train_000000000173.jpg;What is this?;[];['12']
VizWiz_train_000000000174.jpg;What is this CD?;[];['MIX 121010)', 'RIES DICKENS', 'L & FORUS']
VizWiz_train_000000000176.jpg;Whats the model number?;[];['EF 18- 88)', 'sist Colors', 'Kosher Pareve', 'Vegetarian', 'P . Sugar , Modified Food Starch ( Potato )`', 'Oil , Carnauba Wax . Natural and Artificial', 'Yellow 5 & 6 and Blue 1.']
VizWiz_train_000000000177.jpg;What soap is this?;['2000:', 'levee', '2000'];['LE VET', '2000', '2000', 'Level']
VizWiz_train_000000000178.jpg;What is this item.;[];['acondiclonedor park', 'tratamiento', '\\al cabello Lagido', 'revitalise- couleur', 'traitement', 'treatment', 'conditioning', '\\color', 'DO', 'enriqueciao', 'con aloo', 'onright', 'enriched', 'with aloo', "|d'aloos"]
VizWiz_train_000000000180.jpg;What is the captcha image?;['contact', 'us', ':', 'hummingbirdmystic.com', '-', 'windows', 'internet', 'explorer', 'po-t', 'e-mail', 'address:', '•', 'subject:', '•', 'message:', '•', 'captcha', 'code:', '*', "ubm'", '2010', 'copyright', 'hummingbird', 'hollow', 'llc', '•g,start'];['SAV) - of X{ http: /hummingbirdmystic . com / ? page_id = 72', 'Elle', 'Edit\\', '`View\\', '\\Favorites', 'Looks Help', 'X', '2^ Favorites', 'Pop Home - 6) Feels ( ] [ ] Read Mail ` Print - Page - Safety - Tools - Help _ _ _', 'E - Mail Address : *', 'Subject :*', 'Message :*`', 'FERRI^E', 'CAPTCHA Code : "', 'Submit!', '2010 Copyright Hummingbird Hollow LLC', 'Done']
VizWiz_train_000000000185.jpg;What's in this basket?;['09', '2012'];['`OWNED SQUIBENROLL. DO`', 'YOUR RESOLVOUS BLAZE, SOY LECITHALTY', '``_ WEWORRIES PARTIELLERXI DEGRASSEES, }', 'LEVETIVE```EES WISHLEDVE', 'SKEEDAD', '120', '5 1 MBHA 1 215', '09 2012', '\\imported manager` per', '\\MARS cansee,', '- Us']
VizWiz_train_000000000187.jpg;What flavor is this?;['nd', 'foods@', 'gerber', 'apples', 'naturesel'];['2 nd', 'Foods"', 'NU', 'Apples &', '2:3.502 1989) Packs!', 'NET WT 7 0 2 (19 89)', 'Naturesell']
VizWiz_train_000000000192.jpg;What is in this can;[')10ke1ys', 'egetxbles'];['{WEST QUALITY', 'GOLDEN SWEET', 'CREAM STYLE', 'CORN', 'NO']
VizWiz_train_000000000196.jpg;What is this?;['co'];['``oac`US', '`Pent Origin) ,', '`sot water', '` container', 'TOOne', 'Steady', 'DIETARY SUPPL', '180 CAPSULE']
VizWiz_train_000000000197.jpg;What flavor is this Gevalia coffee? It's the last one.;[];['DOOUR']
VizWiz_train_000000000198.jpg;Hi, what kind of can is this? ;[];['`` factor', '1232', '10 0', '13.3']
VizWiz_train_000000000199.jpg;What is this?;[];['Create THE Moment', 'MILK CHOCOLATENOT`', 'Create THE Moment', 'HOT COCOA MIX` FUST ADD HOT MILK OR WATER', 'TEAR H', 'MILK CHOCOLATING']
VizWiz_train_000000000202.jpg;Read the screen!;['w(hdowso', 'ja8teu'];[]
VizWiz_train_000000000204.jpg;What color is this cartridge?;['vstc.nvd'];['`KPU']
VizWiz_train_000000000210.jpg;What kind of alcohol is this?;[];['DOU']
VizWiz_train_000000000213.jpg;What is this?;[];['\\cupandde s']
VizWiz_train_000000000221.jpg;What is this bottle?;[];['40 )', 'HEINZ\\', '`1809 #^', 'TOMATO', 'KETCHUP']
VizWiz_train_000000000222.jpg;What's this? Can you describe?;[];[]
VizWiz_train_000000000223.jpg;How much is that money?;[];['\\} YO AVIlka Blocwa', '$ 1 9690 182 1']
VizWiz_train_000000000225.jpg;What is this?;['l', 'sr-c', 'mix', 'nuts', 'no', 'peanuts', 'salted', '&', 'roasted', 'netwt.', '10', 'oz', '(283.5g)'];['NO D``ANUTS', 'BE | LEG { FOESLEG']
VizWiz_train_000000000226.jpg;This is the display of a treadmill. Can you tell me the distance in miles please?;[];['\\7.70', '25']
VizWiz_train_000000000232.jpg;Are you able to see the screen? What does it say?;[];[]
VizWiz_train_000000000234.jpg;What's on the screen?;[];[]
VizWiz_train_000000000235.jpg;What does this list say?;['5', '3,...fh.ts', '•'];['Dishes', 'Counter tops', 'Speaker Stuff', 'Laundry, ( in basket', 'under', 'mirror', 'Poker set', '( by cloer)', 'Dog food bay', 'fix water bowl']
VizWiz_train_000000000236.jpg;what time is it ;[];[]
VizWiz_train_000000000240.jpg;Number is displayed.;[];['Withan']
VizWiz_train_000000000245.jpg;What is this?;[];[]
VizWiz_train_000000000247.jpg;What brand of ;[];[]
VizWiz_train_000000000250.jpg;What is this?;['fnack', 'pace', 'puddi', 'made', 'nonfat'];['\\Enriched With*', '\\Made with', 'Real Nonfat']
VizWiz_train_000000000251.jpg;What kind of menu is this shown on the television?;['uide', 'to', 'help', 'you', 'set', 'up', 'u', 'on', 'your', 'remote', 'control', 'and', '*tect', 'use', 'for', 'menus', 'and', 'gr', 'nch', ')', ':press', 'to', 'execute'];['WEN']
VizWiz_train_000000000252.jpg;What is this?;['zlassic', 'therds', 'pie', 'ano', "pota'o"];['JOE`', '`LASER`', 'EL`']
VizWiz_train_000000000253.jpg;What is this?;['tuna', 'helper', 'rel.-assw', 'cheesy', 'pasta'];['Add Tuttle`', 'LOLLE']
VizWiz_train_000000000254.jpg;What is this? What is this?;[];[]
VizWiz_train_000000000257.jpg;What is in this bottle or what is the label on this bottle? Is it magnesium?;[];[]
VizWiz_train_000000000258.jpg;What are the instructions for taking this vitamin C?;['suggested', 'usage:', 'aa', 'a', 'tvs', 'v)ws', 'aorta', 'acx:', 's', 'name', 'c', 'c'];['ingestion', 'This season', 'For now as ^', 'mins in the world Fine Ascord', '_^ Pronagendas and Alpha Lipoic Acid.', 'level teaspoon 1 10 3 Ernes daily, in juice or water Consist', 'Other powdered supplements or dissolved in liquid for Baby', 'of Miamin Cin a powder form, so it can be combined with', 'popular andarcane and one of the most widely used vita', 'taking this product in combination with NOW Bollavonold', 'Ascorbic Acid is another name for Vitamin C Vitamin C` a', '\\SUGGESTED USAGE AS a dietary supplement , lake 1/2', '`corbic Acid is a bigavailable for']
VizWiz_train_000000000259.jpg;Where am I?;['•mob!"', 'un-lea', 'answers'];['RE', 'SEEMEDTO']
VizWiz_train_000000000261.jpg;When does this expire?;[];['201 1', 'RE* = 1``` = 983', 'LANE', '02']
VizWiz_train_000000000266.jpg;What is the expiration date? ;['lucern', 'fat', 'free', 'n)'];['VITAMINS A ``']
VizWiz_train_000000000268.jpg;What kind of candy bar is this?;[];['STRITION INFORMATION 1 - 800 - 468 . 17 1 4\\']
VizWiz_train_000000000270.jpg;What do you see? What do you see?;[];['B)']
VizWiz_train_000000000278.jpg;please tell me what kind of car this is;[];['GIFT CARD']
VizWiz_train_000000000279.jpg;is this shampoo or conditioner;[];['FULL ! ! !']
VizWiz_train_000000000280.jpg;Which book is the piano book? The one on the left or the right?;[];['ADULT ALL- IN - ONE CO', 'PAGE']
VizWiz_train_000000000282.jpg;What does the temperature say? ;[];['1:1 1']
VizWiz_train_000000000283.jpg;What is this a can of?;[];['` TEXT', 'TA SAUCE']
VizWiz_train_000000000285.jpg;What kind of currency is this?;['(100', 'n', '1'];['I EL (\\EES`', '20^', '\\20 20', '`DIET', '` EEL CHEEZE`', '\\20 20', '\\280', '|20}20', '20', '120 20', '\\2030 20', '20', '20 0', '20', '20', '20', '20', '\\20', 'IN', '\\GOD', '20', '2020', '20', '\\20', '\\20 0', '20', '20', 'VAST^`animal', '20', '20']
VizWiz_train_000000000290.jpg;What scent?;['qdelc01tte', 'scentsy', 'bart"', 'wax/cera/cire', 'scentsy,', 'inc.', '1', '2701', 'e.', 'pine', 'i', 'meridian', 'i', 'id', '83642', ':', 'usa', 'scentsy', 'canada', 'enterprises,', 'ulc', 'i', 'sutte', '115', '192518', 'avenue', 'n.e.', 'calgary,', 'alberta', 'i', 't2e', '718', 'made', 'in', 'the', 'usa/hecho', 'en', 'los', 'estados', 'untdos', 'fabnque', 'aux', 'etats', '3.2', 'fl.', 'wt.', '2.6', '(74', 'g)', 'i', 'ill', 'illil', 'il', 'il', 'ill', 'ill', 'il', 'ill', 'il', 'il', 'ill', 'il'];['were @elevate', 'TEZ``AVGIVEN{ Calgary``bake^Riz``:`', 'III1011 (10101 11 1011']
VizWiz_train_000000000297.jpg;Is the name of this item showing and what is it?;[];['LINE', 'DIETARYSO']
VizWiz_train_000000000302.jpg;In this box.;['se'];['_ryborders', 'tal`', 'light .', 'PUREFITNESS', 'Flavors of', 'ir Preservatives*']
VizWiz_train_000000000306.jpg;What is this bottle?;[];['16. 9 FLOZULU^']
VizWiz_train_000000000307.jpg;What flavor dressing is this please?;['00', 'oc'];['KRAFT', 'MAN`GO', 'Million`']
VizWiz_train_000000000308.jpg;What color is this magazine?;[];[]
VizWiz_train_000000000310.jpg;What is this snack?;['quaker', '90', 'calories'];['ON', 'to`lucca^ Gill`']
VizWiz_train_000000000311.jpg;What product is this?;[];['ure 4', 'BOUOIL']
VizWiz_train_000000000312.jpg;What does this say?;[];[]
